UniProt_ID	UCSC_ID	Matched ratio
sp|Q969M7-4|UBE2F_HUMAN	uc010znp.2	100
sp|Q969M7-6|UBE2F_HUMAN	uc031rrw.1	100
sp|Q969M7-7|UBE2F_HUMAN	uc031rry.1	100
sp|Q969N2|PIGT_HUMAN	uc002xoh.3	100
sp|Q969N2-3|PIGT_HUMAN	uc002xol.2	100
sp|Q969N2-4|PIGT_HUMAN	uc010zwy.3	100
sp|Q969N2-5|PIGT_HUMAN	uc010zww.3	100
sp|Q969N2-6|PIGT_HUMAN	uc002xoj.3	100
sp|Q969N4|TAAR8_HUMAN	uc011ecj.2	100
sp|Q969P0|IGSF8_HUMAN	uc001fva.3	100
sp|Q969P5|FBX32_HUMAN	uc003yqr.3	100
sp|Q969P5-2|FBX32_HUMAN	uc010mdk.3	100
sp|Q969P6|TOP1M_HUMAN	uc003yxz.4	100
sp|Q969P6-2|TOP1M_HUMAN	uc011lke.3	100
sp|Q969Q1|TRI63_HUMAN	uc001bli.2	100
sp|Q969Q4|ARL11_HUMAN	uc021rjo.1	100
sp|Q969Q5|RAB24_HUMAN	uc003mfw.3	100
sp|Q969Q6|P2R3C_HUMAN	uc001wss.3	100
sp|Q969R2|OSBP2_HUMAN	uc003aiy.1	100
sp|Q969R2-2|OSBP2_HUMAN	uc003aiz.1	100
sp|Q969R2-3|OSBP2_HUMAN	uc011ala.1	100
sp|Q969R2-6|OSBP2_HUMAN	uc011alc.2	100
sp|Q969R5|LMBL2_HUMAN	uc003azo.3	100
sp|Q969R8|ITFG2_HUMAN	uc001qlb.2	100
sp|Q969R8-2|ITFG2_HUMAN	uc001qla.2	100
sp|Q969S0|S35B4_HUMAN	uc003vrn.3	100
sp|Q969S0-2|S35B4_HUMAN	uc003vro.4	100
sp|Q969S2|NEIL2_HUMAN	uc003wue.2	100
sp|Q969S2-4|NEIL2_HUMAN	uc011kxd.1	100
sp|Q969S3|ZN622_HUMAN	uc003jfq.3	100
sp|Q969S6|TM203_HUMAN	uc004clv.3	100
sp|Q969S8|HDA10_HUMAN	uc003bkg.3	100
sp|Q969S8-2|HDA10_HUMAN	uc010hav.3	100
sp|Q969S9|RRF2M_HUMAN	uc003kdh.1	100
sp|Q969S9-2|RRF2M_HUMAN	uc003kdi.1	100
sp|Q969S9-3|RRF2M_HUMAN	uc003kdh.1	99
sp|Q969S9-5|RRF2M_HUMAN	uc003kdj.1	100
sp|Q969T3|SNX21_HUMAN	uc002xpv.1	100
sp|Q969T3-2|SNX21_HUMAN	uc002xps.1	100
sp|Q969T3-3|SNX21_HUMAN	uc002xpu.1	100
sp|Q969T4|UB2E3_HUMAN	uc010fri.1	100
sp|Q969T7|5NT3B_HUMAN	uc021txo.1	100
sp|Q969T9|WBP2_HUMAN	uc002jps.3	100
sp|Q969U6|FBXW5_HUMAN	uc004cjx.3	100
sp|Q969U7|PSMG2_HUMAN	uc002krk.3	100
sp|Q969U7-2|PSMG2_HUMAN	uc002krg.3	100
sp|Q969V1|MCHR2_HUMAN	uc003pqi.1	100
sp|Q969V3|NCLN_HUMAN	uc002lxi.3	100
sp|Q969V3-2|NCLN_HUMAN	uc002lxi.3	99
sp|Q969V4|TEKT1_HUMAN	uc002gdt.3	100
sp|Q969V5|MUL1_HUMAN	uc001bdi.4	100
sp|Q969V6|MKL1_HUMAN	uc003ayw.1	100
sp|Q969W0|SPTSA_HUMAN	uc001wsc.3	100
sp|Q969W1|ZDH16_HUMAN	uc001knk.3	100
sp|Q969W1-2|ZDH16_HUMAN	uc001knl.3	100
sp|Q969W1-3|ZDH16_HUMAN	uc001knn.3	100
sp|Q969W1-4|ZDH16_HUMAN	uc001knm.3	100
sp|Q969W3|F104A_HUMAN	uc002jji.4	100
sp|Q969W3-2|F104A_HUMAN	uc002jjj.4	100
sp|Q969W8|ZN566_HUMAN	uc002oeb.4	100
sp|Q969W8-2|ZN566_HUMAN	uc010xtf.2	100
sp|Q969W9|PMEPA_HUMAN	uc002xyq.4	100
sp|Q969W9-2|PMEPA_HUMAN	uc002xys.4	100
sp|Q969X0|RIPL2_HUMAN	uc001uey.1	100
sp|Q969X1|LFG3_HUMAN	uc002vhp.1	100
sp|Q969X2|SIA7F_HUMAN	uc004bso.1	100
sp|Q969X2-2|SIA7F_HUMAN	uc004bsr.2	100
sp|Q969X2-3|SIA7F_HUMAN	uc004bsp.1	100
sp|Q969X5|ERGI1_HUMAN	uc003mbw.4	100
sp|Q969X5-2|ERGI1_HUMAN	uc003mby.4	100
sp|Q969X5-3|ERGI1_HUMAN	uc003mbz.4	100
sp|Q969X6|CIR1A_HUMAN	uc002ews.4	100
sp|Q969X6-3|CIR1A_HUMAN	uc002ewr.2	100
sp|Q969Y0|NXPE3_HUMAN	uc010hpn.3	100
sp|Q969Y2|GTPB3_HUMAN	uc010eas.3	100
sp|Q969Y2-2|GTPB3_HUMAN	uc002ngg.4	100
sp|Q969Y2-3|GTPB3_HUMAN	uc002ngh.4	100
sp|Q969Y2-4|GTPB3_HUMAN	uc010xpo.2	100
sp|Q969Z0-2|TBRG4_HUMAN	uc003tmw.4	100
sp|Q969Z3|MARC2_HUMAN	uc001hmr.3	100
sp|Q969Z3-2|MARC2_HUMAN	uc009xdx.3	100
sp|Q969Z4|TR19L_HUMAN	uc001otw.3	100
sp|Q96A00|PP14A_HUMAN	uc002ohq.3	100
sp|Q96A00-2|PP14A_HUMAN	uc010efv.3	100
sp|Q96A04|TSACC_HUMAN	uc001fop.4	100
sp|Q96A05|VATE2_HUMAN	uc021vgv.1	100
sp|Q96A08|H2B1A_HUMAN	uc003nfd.3	100
sp|Q96A09|FA46B_HUMAN	uc010ofj.2	100
sp|Q96A11|G3ST3_HUMAN	uc001ogw.3	100
sp|Q96A19|C102A_HUMAN	uc002elw.3	100
sp|Q96A22|CK052_HUMAN	uc001pmh.3	100
sp|Q96A23-2|CPNE4_HUMAN	uc003eol.3	100
sp|Q96A25|T106A_HUMAN	uc010cze.1	100
sp|Q96A25-2|T106A_HUMAN	uc010why.1	100
sp|Q96A26|F162A_HUMAN	uc003eez.3	100
sp|Q96A28|SLAF9_HUMAN	uc001fus.3	100
sp|Q96A28-2|SLAF9_HUMAN	uc009wtd.3	100
sp|Q96A29|FUCT1_HUMAN	uc001nbp.3	100
sp|Q96A32|MLRS_HUMAN	uc002dxv.1	100
sp|Q96A33|CCD47_HUMAN	uc010ddx.3	100
sp|Q96A33-2|CCD47_HUMAN	uc002jbt.2	100
sp|Q96A35|RM24_HUMAN	uc001fpx.1	100
sp|Q96A37|RN166_HUMAN	uc002flk.3	100
sp|Q96A37-2|RN166_HUMAN	uc021tmn.1	100
sp|Q96A37-3|RN166_HUMAN	uc021tmo.1	100
sp|Q96A44|SPSB4_HUMAN	uc003ett.3	100
sp|Q96A46|MFRN2_HUMAN	uc001kpx.2	100
sp|Q96A46-3|MFRN2_HUMAN	uc021pwy.1	100
sp|Q96A47|ISL2_HUMAN	uc002bbw.1	100
sp|Q96A49|SYAP1_HUMAN	uc004cxp.3	100
sp|Q96A54|ADR1_HUMAN	uc001gys.5	100
sp|Q96A56|T53I1_HUMAN	uc003yhg.3	100
sp|Q96A56-2|T53I1_HUMAN	uc003yhh.3	100
sp|Q96A57-2|TM230_HUMAN	uc002wlk.3	100
sp|Q96A58|RERG_HUMAN	uc001rct.3	100
sp|Q96A58-2|RERG_HUMAN	uc010shu.2	100
sp|Q96A59|MALD3_HUMAN	uc002fat.4	99
sp|Q96A59-2|MALD3_HUMAN	uc002fau.4	100
sp|Q96A59-3|MALD3_HUMAN	uc010cge.4	100
sp|Q96A61|TRI52_HUMAN	uc003mnp.3	100
sp|Q96A65|EXOC4_HUMAN	uc003vrk.3	100
sp|Q96A65-2|EXOC4_HUMAN	uc003vrj.3	100
sp|Q96A70|AZIN2_HUMAN	uc009vue.3	100
sp|Q96A70-2|AZIN2_HUMAN	uc009vug.3	100
sp|Q96A70-3|AZIN2_HUMAN	uc001bwz.1	100
sp|Q96A70-4|AZIN2_HUMAN	uc001bwz.1	97
sp|Q96A70-5|AZIN2_HUMAN	uc009vuf.1	100
sp|Q96A72|MGN2_HUMAN	uc001qyq.2	100
sp|Q96A73|P33MX_HUMAN	uc003mdy.3	100
sp|Q96A73-3|P33MX_HUMAN	uc003mea.3	100
sp|Q96A84|EMID1_HUMAN	uc003aen.4	100
sp|Q96A84-2|EMID1_HUMAN	uc003aen.4	99
sp|Q96A84-3|EMID1_HUMAN	uc003aem.4	100
sp|Q96A98|TIP39_HUMAN	uc002pnn.1	100
sp|Q96A99-2|PTX4_HUMAN	uc010uvf.2	100
sp|Q96AA3|RFT1_HUMAN	uc003dgj.3	100
sp|Q96AA8|JKIP2_HUMAN	uc003loq.2	100
sp|Q96AA8-2|JKIP2_HUMAN	uc003lor.2	100
sp|Q96AA8-3|JKIP2_HUMAN	uc010jgo.2	100
sp|Q96AA8-4|JKIP2_HUMAN	uc011dbx.2	100
sp|Q96AB3|ISOC2_HUMAN	uc002qlb.3	100
sp|Q96AB3-2|ISOC2_HUMAN	uc002qla.3	100
sp|Q96AB3-3|ISOC2_HUMAN	uc002qlc.3	100
sp|Q96AB6|NTAN1_HUMAN	uc002ddd.4	100
sp|Q96AC1|FERM2_HUMAN	uc001xae.3	100
sp|Q96AC1-2|FERM2_HUMAN	uc001xaf.3	100
sp|Q96AC1-3|FERM2_HUMAN	uc001xac.3	100
sp|Q96AC6|KIFC2_HUMAN	uc003zcz.3	100
sp|Q96AD5|PLPL2_HUMAN	uc001lrt.3	100
sp|Q96AE4|FUBP1_HUMAN	uc001dii.3	100
sp|Q96AE7|TTC17_HUMAN	uc001mxi.3	100
sp|Q96AE7-2|TTC17_HUMAN	uc001mxh.3	100
sp|Q96AG3|S2546_HUMAN	uc003koz.3	100
sp|Q96AG4|LRC59_HUMAN	uc002iqt.3	100
sp|Q96AH0|SOSB2_HUMAN	uc002usx.3	100
sp|Q96AH0-2|SOSB2_HUMAN	uc002usw.3	100
sp|Q96AJ1|CLUA1_HUMAN	uc002cvk.2	100
sp|Q96AJ1-2|CLUA1_HUMAN	uc002cvm.2	100
sp|Q96AJ9|VTI1A_HUMAN	uc001kzz.3	100
sp|Q96AJ9-1|VTI1A_HUMAN	uc001kzy.3	100
sp|Q96AK3|ABC3D_HUMAN	uc003awt.4	100
sp|Q96AM1|MRGRF_HUMAN	uc001oop.4	100
sp|Q96AN5|TM143_HUMAN	uc002pix.1	100
sp|Q96AN5-2|TM143_HUMAN	uc010elw.1	100
sp|Q96AP0|ACD_HUMAN	uc002etq.4	100
sp|Q96AP0-2|ACD_HUMAN	uc002etp.4	100
sp|Q96AP4|ZUFSP_HUMAN	uc003pxf.2	100
sp|Q96AP7|ESAM_HUMAN	uc001qav.4	100
sp|Q96AP7-2|ESAM_HUMAN	uc010sao.2	100
sp|Q96AQ1|CC74A_HUMAN	uc002tta.4	100
sp|Q96AQ1-2|CC74A_HUMAN	uc002ttb.4	100
sp|Q96AQ2|TM125_HUMAN	uc021omm.1	100
sp|Q96AQ6|PBIP1_HUMAN	uc001ffr.3	100
sp|Q96AQ6-2|PBIP1_HUMAN	uc001ffs.3	100
sp|Q96AQ7-4|CIDEC_HUMAN	uc021wsw.1	100
sp|Q96AQ8|MCUR1_HUMAN	uc003nbc.2	100
sp|Q96AQ9|F131C_HUMAN	uc001axz.4	100
sp|Q96AT1|K1143_HUMAN	uc011bac.2	100
sp|Q96AT9|RPE_HUMAN	uc002vdn.4	100
sp|Q96AT9-3|RPE_HUMAN	uc002vdo.4	100
sp|Q96AT9-4|RPE_HUMAN	uc010zjf.3	100
sp|Q96AT9-5|RPE_HUMAN	uc031rre.1	100
sp|Q96AV8|E2F7_HUMAN	uc001sym.4	100
sp|Q96AV8-3|E2F7_HUMAN	uc001sym.4	98
sp|Q96AW1|VOPP1_HUMAN	uc003tqs.3	100
sp|Q96AW1-2|VOPP1_HUMAN	uc003tqq.3	100
sp|Q96AW1-3|VOPP1_HUMAN	uc010kzh.3	100
sp|Q96AW1-4|VOPP1_HUMAN	uc010kzi.3	100
sp|Q96AX1|VP33A_HUMAN	uc001ucd.3	100
sp|Q96AX2|RAB37_HUMAN	uc002jlk.3	100
sp|Q96AX2-2|RAB37_HUMAN	uc010dfu.3	100
sp|Q96AX2-3|RAB37_HUMAN	uc010wrc.2	100
sp|Q96AX2-4|RAB37_HUMAN	uc010wre.2	100
sp|Q96AX9-10|MIB2_HUMAN	uc001agm.3	100
sp|Q96AX9-11|MIB2_HUMAN	uc001agh.3	100
sp|Q96AX9-12|MIB2_HUMAN	uc001agk.3	100
sp|Q96AX9-13|MIB2_HUMAN	uc001agi.3	100
sp|Q96AX9-14|MIB2_HUMAN	uc001agg.3	100
sp|Q96AX9-7|MIB2_HUMAN	uc001agj.3	100
sp|Q96AY2|EME1_HUMAN	uc002iqs.2	100
sp|Q96AY2-2|EME1_HUMAN	uc010dbp.2	100
sp|Q96AY3|FKB10_HUMAN	uc002hxv.2	100
sp|Q96AY4|TTC28_HUMAN	uc003adp.4	100
sp|Q96AZ1|MT21B_HUMAN	uc001sqg.3	100
sp|Q96AZ1-2|MT21B_HUMAN	uc001sqf.3	100
sp|Q96AZ6|ISG20_HUMAN	uc002bmv.1	100
sp|Q96B01|R51A1_HUMAN	uc001qmw.3	100
sp|Q96B01-2|R51A1_HUMAN	uc001qmu.3	100
sp|Q96B02-3|UBE2W_HUMAN	uc003xzv.4	100
sp|Q96B18|DACT3_HUMAN	uc010ekq.3	100
sp|Q96B21|TM45B_HUMAN	uc001qff.1	100
sp|Q96B23|CR025_HUMAN	uc002lbw.3	99
sp|Q96B23-2|CR025_HUMAN	uc002lbx.3	99
sp|Q96B26|EXOS8_HUMAN	uc001uwa.3	100
sp|Q96B33|CLD23_HUMAN	uc003wsi.3	100
sp|Q96B36-3|AKTS1_HUMAN	uc002pql.5	100
sp|Q96B42|TMM18_HUMAN	uc002qwl.3	100
sp|Q96B49|TOM6_HUMAN	uc011dug.1	100
sp|Q96B54|ZN428_HUMAN	uc002oxa.3	100
sp|Q96B67|ARRD3_HUMAN	uc003kjz.2	100
sp|Q96B70|LENG9_HUMAN	uc010yez.2	100
sp|Q96B77|TM186_HUMAN	uc002cze.3	100
sp|Q96B86|RGMA_HUMAN	uc002bss.2	99
sp|Q96B86-3|RGMA_HUMAN	uc021svu.1	99
sp|Q96B86-4|RGMA_HUMAN	uc010urc.2	99
sp|Q96B96|TM159_HUMAN	uc002dih.4	100
sp|Q96B96-2|TM159_HUMAN	uc010vbf.2	100
sp|Q96B97|SH3K1_HUMAN	uc004czm.3	100
sp|Q96B97-2|SH3K1_HUMAN	uc004czl.3	100
sp|Q96B97-3|SH3K1_HUMAN	uc011mjf.2	100
sp|Q96BA8|CR3L1_HUMAN	uc021qil.1	100
sp|Q96BD0|SO4A1_HUMAN	uc002ydb.1	100
sp|Q96BD0-4|SO4A1_HUMAN	uc002ydb.1	96
sp|Q96BD5|PF21A_HUMAN	uc001ncc.4	100
sp|Q96BD5-2|PF21A_HUMAN	uc009ykx.3	100
sp|Q96BD5-3|PF21A_HUMAN	uc001ncc.4	99
sp|Q96BD6|SPSB1_HUMAN	uc001apv.3	100
sp|Q96BD8|SKA1_HUMAN	uc002leu.3	100
sp|Q96BD8-2|SKA1_HUMAN	uc010xdl.2	100
sp|Q96BF3|TMIG2_HUMAN	uc002lzx.2	100
sp|Q96BF3-2|TMIG2_HUMAN	uc010dtv.2	100
sp|Q96BF6|NACC2_HUMAN	uc004cgv.4	100
sp|Q96BH1|RNF25_HUMAN	uc002vit.3	100
sp|Q96BH3|ESPB1_HUMAN	uc002pht.3	100
sp|Q96BI1|S22AI_HUMAN	uc001lwy.3	100
sp|Q96BI3|APH1A_HUMAN	uc001ety.2	100
sp|Q96BI3-2|APH1A_HUMAN	uc001etz.2	100
sp|Q96BI3-3|APH1A_HUMAN	uc010pbx.2	100
sp|Q96BJ3|AIDA_HUMAN	uc001hnn.3	100
sp|Q96BJ8-2|ELMO3_HUMAN	uc002esc.3	100
sp|Q96BJ8-3|ELMO3_HUMAN	uc002esa.3	100
sp|Q96BK5|PINX1_HUMAN	uc003wth.2	100
sp|Q96BK5-2|PINX1_HUMAN	uc003wti.2	100
sp|Q96BM0|I27L1_HUMAN	uc001yck.3	100
sp|Q96BM1|ANKR9_HUMAN	uc021sec.1	100
sp|Q96BM9|ARL8A_HUMAN	uc001gxk.2	100
sp|Q96BN2|TADA1_HUMAN	uc001gdw.3	100
sp|Q96BN6|F149B_HUMAN	uc009xqz.3	100
sp|Q96BN8|OTUL_HUMAN	uc003jfk.3	100
sp|Q96BP2|CHCH1_HUMAN	uc001jvc.4	100
sp|Q96BP3|PPWD1_HUMAN	uc003jtv.5	100
sp|Q96BQ1|FAM3D_HUMAN	uc003dkq.3	100
sp|Q96BQ3|TRI43_HUMAN	uc002suv.3	100
sp|Q96BQ5|CC127_HUMAN	uc003jam.1	100
sp|Q96BR1|SGK3_HUMAN	uc003xwt.3	100
sp|Q96BR1-2|SGK3_HUMAN	uc003xwu.3	100
sp|Q96BR5|COA7_HUMAN	uc001cui.2	100
sp|Q96BR6|ZN669_HUMAN	uc001ice.2	100
sp|Q96BR6-2|ZN669_HUMAN	uc001icf.2	100
sp|Q96BR9|ZBT8A_HUMAN	uc001bvn.3	100
sp|Q96BS2|CHP3_HUMAN	uc001twh.3	100
sp|Q96BS2-3|CHP3_HUMAN	uc021rem.1	100
sp|Q96BT1|CC049_HUMAN	uc003dls.4	100
sp|Q96BT3|CENPT_HUMAN	uc002eun.4	100
sp|Q96BT7|ALKB8_HUMAN	uc009yxp.3	100
sp|Q96BU1|S1PBP_HUMAN	uc001bwc.4	100
sp|Q96BV0|ZN775_HUMAN	uc003whf.1	100
sp|Q96BW1|UPP_HUMAN	uc004ecb.2	100
sp|Q96BW5|PTER_HUMAN	uc001ioi.2	100
sp|Q96BW5-2|PTER_HUMAN	uc009xjp.2	100
sp|Q96BW9|TAM41_HUMAN	uc011auo.1	100
sp|Q96BW9-2|TAM41_HUMAN	uc003bwh.3	100
sp|Q96BX8|MOB3A_HUMAN	uc002luv.3	100
sp|Q96BY2|MOAP1_HUMAN	uc021saw.1	100
sp|Q96BY6|DOC10_HUMAN	uc010fwz.1	100
sp|Q96BY6-2|DOC10_HUMAN	uc002vod.1	99
sp|Q96BY6-3|DOC10_HUMAN	uc002vob.2	100
sp|Q96BY7|ATG2B_HUMAN	uc001yfi.3	99
sp|Q96BY9|SARAF_HUMAN	uc003xhs.3	100
sp|Q96BY9-2|SARAF_HUMAN	uc003xhv.3	100
sp|Q96BZ4|PLD4_HUMAN	uc001ypu.1	100
sp|Q96BZ8|LENG1_HUMAN	uc002qdm.3	100
sp|Q96BZ9|TBC20_HUMAN	uc002wds.3	100
sp|Q96C00|ZBTB9_HUMAN	uc011jvm.2	100
sp|Q96C01|F136A_HUMAN	uc002sgq.4	100
sp|Q96C03-2|MID49_HUMAN	uc002gsu.3	100
sp|Q96C03-3|MID49_HUMAN	uc010vxq.2	100
sp|Q96C10|DHX58_HUMAN	uc002hyw.3	100
sp|Q96C11|FGGY_HUMAN	uc001czi.4	100
sp|Q96C11-3|FGGY_HUMAN	uc009wac.3	100
sp|Q96C11-5|FGGY_HUMAN	uc001czl.4	100
sp|Q96C11-6|FGGY_HUMAN	uc001czm.5	100
sp|Q96C12-4|ARMC5_HUMAN	uc002eca.4	100
sp|Q96C19|EFHD2_HUMAN	uc001awh.2	100
sp|Q96C23|GALM_HUMAN	uc002rqy.3	100
sp|Q96C24|SYTL4_HUMAN	uc004egf.4	100
sp|Q96C24-2|SYTL4_HUMAN	uc004egg.4	100
sp|Q96C28|ZN707_HUMAN	uc003yzf.4	100
sp|Q96C34|RUND1_HUMAN	uc002ici.1	99
sp|Q96C34-2|RUND1_HUMAN	uc002ici.1	99
sp|Q96C36|P5CR2_HUMAN	uc001hpq.4	100
sp|Q96C45|ULK4_HUMAN	uc003ckv.4	100
sp|Q96C55|ZN524_HUMAN	uc021vbz.1	100
sp|Q96C57|CL043_HUMAN	uc001tzh.1	100
sp|Q96C74|ROP1L_HUMAN	uc003jex.4	100
sp|Q96C86|DCPS_HUMAN	uc001qdp.3	100
sp|Q96C90|PP14B_HUMAN	uc001nza.3	100
sp|Q96C92|SDCG3_HUMAN	uc004chi.3	100
sp|Q96C92-2|SDCG3_HUMAN	uc004chj.3	100
sp|Q96C92-4|SDCG3_HUMAN	uc004chk.3	100
sp|Q96CA5|BIRC7_HUMAN	uc002yej.3	100
sp|Q96CA5-2|BIRC7_HUMAN	uc002yei.3	100
sp|Q96CB5|CH044_HUMAN	uc003xwq.2	100
sp|Q96CB8|INT12_HUMAN	uc010ilr.3	100
sp|Q96CB9|NSUN4_HUMAN	uc001cpr.2	100
sp|Q96CC6|RHDF1_HUMAN	uc002cfl.4	100
sp|Q96CD0|FBXL8_HUMAN	uc002erk.1	100
sp|Q96CD2|COAC_HUMAN	uc002azo.3	100
sp|Q96CE8|T4S18_HUMAN	uc003exa.3	100
sp|Q96CF2|CHM4C_HUMAN	uc003ycl.3	100
sp|Q96CG3|TIFA_HUMAN	uc021xqt.1	100
sp|Q96CG8|CTHR1_HUMAN	uc003ylk.4	100
sp|Q96CG8-3|CTHR1_HUMAN	uc031tbz.1	100
sp|Q96CH1|GP146_HUMAN	uc003sjy.1	100
sp|Q96CJ1|EAF2_HUMAN	uc003een.3	100
sp|Q96CJ1-2|EAF2_HUMAN	uc003eeo.3	100
sp|Q96CK0|ZN653_HUMAN	uc002mrz.2	100
sp|Q96CM3|RUSD4_HUMAN	uc001qde.3	100
sp|Q96CM3-2|RUSD4_HUMAN	uc009zbz.3	100
sp|Q96CM4|NXNL1_HUMAN	uc002ngs.3	100
sp|Q96CM8|ACSF2_HUMAN	uc002iqu.2	100
sp|Q96CM8-2|ACSF2_HUMAN	uc010wmm.1	100
sp|Q96CM8-3|ACSF2_HUMAN	uc010wmn.1	100
sp|Q96CN4|EVI5L_HUMAN	uc002min.3	100
sp|Q96CN4-2|EVI5L_HUMAN	uc010xjz.2	100
sp|Q96CN5|LRC45_HUMAN	uc002kde.3	100
sp|Q96CN7|ISOC1_HUMAN	uc003kva.3	100
sp|Q96CN9|GCC1_HUMAN	uc003vma.3	100
sp|Q96CP2|FWCH2_HUMAN	uc010uwk.2	100
sp|Q96CP6|GRM1A_HUMAN	uc010xse.1	100
sp|Q96CP6-2|GRM1A_HUMAN	uc002nxk.2	100
sp|Q96CP7|TLCD1_HUMAN	uc002hco.3	100
sp|Q96CP7-2|TLCD1_HUMAN	uc010waw.2	100
sp|Q96CQ1|S2536_HUMAN	uc003etr.2	100
sp|Q96CQ1-2|S2536_HUMAN	uc003etp.3	97.72727273
sp|Q96CQ1-3|S2536_HUMAN	uc003ets.2	100
sp|Q96CQ1-4|S2536_HUMAN	uc003etq.2	100
sp|Q96CS2|HAUS1_HUMAN	uc002lbu.3	100
sp|Q96CS2-2|HAUS1_HUMAN	uc002lbv.3	100
sp|Q96CS3|FAF2_HUMAN	uc003mej.4	100
sp|Q96CS4|ZN689_HUMAN	uc002dyx.4	100
sp|Q96CS7|PKHB2_HUMAN	uc002tsg.4	100
sp|Q96CS7-2|PKHB2_HUMAN	uc002tsh.2	99
sp|Q96CS7-3|PKHB2_HUMAN	uc002tsj.4	100
sp|Q96CS7-4|PKHB2_HUMAN	uc010zaq.2	100
sp|Q96CS7-5|PKHB2_HUMAN	uc010zap.2	100
sp|Q96CS7-6|PKHB2_HUMAN	uc002tsf.4	100
sp|Q96CT2|KLH29_HUMAN	uc010ykg.2	100
sp|Q96CT2-2|KLH29_HUMAN	uc002reg.3	100
sp|Q96CT7|CC124_HUMAN	uc002nhs.3	100
sp|Q96CU9|FXRD1_HUMAN	uc001qdi.3	100
sp|Q96CU9-3|FXRD1_HUMAN	uc010sbr.2	100
sp|Q96CV9|OPTN_HUMAN	uc001ilx.1	99
sp|Q96CV9-2|OPTN_HUMAN	uc001ily.1	100
sp|Q96CV9-3|OPTN_HUMAN	uc010qbr.1	100
sp|Q96CW1|AP2M1_HUMAN	uc021xig.1	100
sp|Q96CW1-2|AP2M1_HUMAN	uc003fmw.3	100
sp|Q96CW5|GCP3_HUMAN	uc001vse.1	100
sp|Q96CW5-2|GCP3_HUMAN	uc001vsf.3	100
sp|Q96CW6|S7A6O_HUMAN	uc002evw.2	100
sp|Q96CW9|NTNG2_HUMAN	uc004cbh.2	100
sp|Q96CX2|KCD12_HUMAN	uc001vka.1	100
sp|Q96CX3|ZN501_HUMAN	uc021wwq.1	100
sp|Q96CX6|LRC58_HUMAN	uc003edr.2	100
sp|Q96D03|DDT4L_HUMAN	uc003hvq.3	100
sp|Q96D05|CJ035_HUMAN	uc001jpq.4	100
sp|Q96D09|GASP2_HUMAN	uc022cbh.1	100
sp|Q96D15|RCN3_HUMAN	uc002poj.3	100
sp|Q96D21|RHES_HUMAN	uc003any.3	100
sp|Q96D31|CRCM1_HUMAN	uc021rff.1	100
sp|Q96D42|HAVR1_HUMAN	uc021ygj.1	99
sp|Q96D46|NMD3_HUMAN	uc003fed.1	100
sp|Q96D53|ADCK4_HUMAN	uc002oor.2	100
sp|Q96D53-2|ADCK4_HUMAN	uc002ooq.2	100
sp|Q96D59|RN183_HUMAN	uc022bmd.1	100
sp|Q96D70|R3HD4_HUMAN	uc002lqg.2	100
sp|Q96D71|REPS1_HUMAN	uc003qii.3	100
sp|Q96D71-2|REPS1_HUMAN	uc003qij.3	100
sp|Q96D71-3|REPS1_HUMAN	uc011edr.2	100
sp|Q96D71-4|REPS1_HUMAN	uc003qig.4	100
sp|Q96D96|HVCN1_HUMAN	uc001trt.1	100
sp|Q96D96-3|HVCN1_HUMAN	uc001trq.1	100
sp|Q96D98|EID2B_HUMAN	uc002olz.1	100
sp|Q96DA0|ZG16B_HUMAN	uc002cru.3	100
sp|Q96DA2|RB39B_HUMAN	uc004fne.3	100
sp|Q96DA6|TIM14_HUMAN	uc003fkt.3	100
sp|Q96DB2|HDA11_HUMAN	uc003bxy.3	100
sp|Q96DB2-2|HDA11_HUMAN	uc011auy.2	100
sp|Q96DB5|RMD1_HUMAN	uc003ydu.3	100
sp|Q96DB5-2|RMD1_HUMAN	uc011lga.2	100
sp|Q96DB5-3|RMD1_HUMAN	uc011lfz.2	100
sp|Q96DB9|FXYD5_HUMAN	uc021usl.1	100
sp|Q96DC7|TMCO6_HUMAN	uc003lgl.3	100
sp|Q96DC7-2|TMCO6_HUMAN	uc003lgm.3	100
sp|Q96DC8|ECHD3_HUMAN	uc001ikw.4	99
sp|Q96DC9|OTUB2_HUMAN	uc001yci.3	100
sp|Q96DD0|LRC39_HUMAN	uc001dsx.2	100
sp|Q96DD0-2|LRC39_HUMAN	uc001dsy.2	100
sp|Q96DD7|SHSA4_HUMAN	uc001gxa.3	100
sp|Q96DE0|NUD16_HUMAN	uc003eog.2	100
sp|Q96DE0-3|NUD16_HUMAN	uc021xeb.1	100
sp|Q96DE0-4|NUD16_HUMAN	uc021xec.1	100
sp|Q96DE5|APC16_HUMAN	uc021psp.1	100
sp|Q96DE9|CX04B_HUMAN	uc004fdy.3	100
sp|Q96DF8|DGC14_HUMAN	uc002zou.3	100
sp|Q96DG6|CMBL_HUMAN	uc003jes.3	100
sp|Q96DH6|MSI2H_HUMAN	uc002iuz.1	100
sp|Q96DH6-2|MSI2H_HUMAN	uc002iva.3	100
sp|Q96DI7|SNR40_HUMAN	uc001bso.3	100
sp|Q96DI7-2|SNR40_HUMAN	uc010oge.2	100
sp|Q96DL1|NXPE2_HUMAN	uc009yyy.2	100
sp|Q96DM1|PGBD4_HUMAN	uc001zho.3	100
sp|Q96DM3|MIC1_HUMAN	uc021uie.2	100
